id,slug,title,url,sector_clean,country_clean,year_clean,report_type_clean,org_type,assurance_clean,sroi_ratio_value,total_investment_raw,stakeholder_mentions,has_pdf,pdf_extracted,has_text,text_length,p1_involve_stakeholders,p2_understand_changes,p3_value_what_matters,p4_only_material,p5_do_not_overclaim,p6_be_transparent,p7_verify_result,p8_be_responsive,quality_total,quality_pct,is_assured_raw,publication_year_raw
9,whizz-kids-sroi-march-2011,Reports Database:Whizz Kids SROI March 2011,https://socialvalueuk.org/reports/whizz-kids-sroi-march-2011/,disability,UK,2011,Unknown,government,0,65.0,"costs

£10",4,1,1,1,5000,1,1,1,0,2,1,1,0,7,43.8,0,
159,social-return-on-investment-analysis-clyde-muirshiel-park-authority,Reports Database:Social Return on Investment Analysis: Clyde Muirshiel Park Authority,https://socialvalueuk.org/reports/social-return-on-investment-analysis-clyde-muirshiel-park-authority/,environment,UK,2014,Forecast,unknown,0,27.0,"Investment 
7",5,1,1,1,5000,2,2,1,2,1,2,2,2,14,87.5,0,2023
55,substance-abuse-dollars-and-cents-a-social-cost-benefit-analysis,Reports Database:Substance Abuse Prevention Dollars and Cents – A social cost benefit analysis,https://socialvalueuk.org/reports/substance-abuse-dollars-and-cents-a-social-cost-benefit-analysis/,health,Australia,2008,Unknown,government,0,18.0,costs $220,1,1,1,1,5000,0,1,1,1,0,2,0,1,6,37.5,0,
144,the-yss-pathways-accommodation-mentoring-pam-service,Reports Database:The YSS Pathways Accommodation Mentoring (PAM) Service,https://socialvalueuk.org/reports/the-yss-pathways-accommodation-mentoring-pam-service/,housing,Unknown,2012,Unknown,unknown,0,16.87,"cost £10,000",6,1,1,1,5000,1,1,1,0,2,2,1,2,10,62.5,0,2023
12,food-connect-brisbane-forecast-sroi-report,Reports Database:Food Connect Brisbane Forecast SROI Report,https://socialvalueuk.org/reports/food-connect-brisbane-forecast-sroi-report/,agriculture_food,Australia,2010,Forecast,private,1,16.83,"Total Investment 

$212,603",13,1,1,1,5000,1,1,1,2,0,0,1,0,6,37.5,1,
83,veterans-contact-point-sroi-report,Reports Database:Veterans Contact Point SROI Report,https://socialvalueuk.org/reports/veterans-contact-point-sroi-report/,education,Unknown,2013,Scoping,unknown,0,15.7,investment of £15.70,5,1,1,1,5000,1,2,0,0,2,2,2,2,11,68.8,0,
8,hitting-the-target-missing-the-point-how-government-regeneration-targets-fail-deprived-areas,"Reports Database:HITTING THE TARGET, MISSING THE POINT: How government regeneration targets fail dep",https://socialvalueuk.org/reports/hitting-the-target-missing-the-point-how-government-regeneration-targets-fail-deprived-areas/,social_inclusion,UK,2000,Unknown,charity,0,14.0,,4,1,1,1,5000,1,1,2,0,0,2,0,1,7,43.8,0,
139,nsw-employment-program-evaluation-and-social-return-on-investment,Reports Database:NSW Employment Program: Evaluation and Social Return on Investment,https://socialvalueuk.org/reports/nsw-employment-program-evaluation-and-social-return-on-investment/,employment,Australia,2012,Unknown,government,0,10.0,"Investment
26",2,1,1,1,5000,2,1,0,0,0,1,1,0,5,31.2,0,2023
242,through-a-glass-darkly-measuring-the-social-value-of-universities,"Reports Database:Through a glass, darkly: Measuring the social value of universities",https://socialvalueuk.org/reports/through-a-glass-darkly-measuring-the-social-value-of-universities/,housing,Unknown,2011,Unknown,government,0,10.0,"Investment 

10",0,1,1,1,5000,1,1,1,0,0,2,0,1,6,37.5,0,2023
17,public-social-partnerships-employability-pilot-sroi,Reports Database:Public Social Partnerships Employability Pilot SROI,https://socialvalueuk.org/reports/public-social-partnerships-employability-pilot-sroi/,employment,UK,,Unknown,government,0,9.93,,8,1,1,1,5000,2,2,1,1,0,1,1,0,8,50.0,0,
131,vienna-university-of-economics-and-business-casa-abraham-executive-summary,Reports Database:Vienna University of Economics and Business – “Casa Abraham” Executive Summary,https://socialvalueuk.org/reports/vienna-university-of-economics-and-business-casa-abraham-executive-summary/,education,Unknown,2008,Unknown,charity,0,9.3,investment of 174,3,1,1,1,5000,1,1,2,0,0,1,2,0,7,43.8,0,
347,evaluation-of-four-recovery-communities-across-england-interim-report-summary,Reports Database:Evaluation of Four Recovery Communities across England: Interim Report Summary,https://socialvalueuk.org/reports/evaluation-of-four-recovery-communities-across-england-interim-report-summary/,health,UK,2016,Forecast,unknown,0,9.24,,2,1,1,1,5000,1,1,1,0,0,1,0,1,5,31.2,0,2023
266,social-return-on-investment-report-the-yss-worcestershire-young-carers-project,Reports Database:Social Return on Investment Report: The YSS Worcestershire Young Carers’ Project,https://socialvalueuk.org/reports/social-return-on-investment-report-the-yss-worcestershire-young-carers-project/,housing,Unknown,2013,Unknown,unknown,0,8.69,"cost £10,000",7,1,1,1,5000,1,1,1,0,0,2,1,2,8,50.0,0,2023
4,north-ayrshire-fab-pad-project,Reports Database:North Ayrshire Fab Pad Project,https://socialvalueuk.org/reports/north-ayrshire-fab-pad-project/,housing,UK,2007,Unknown,government,0,8.38,"investment of 
£8.38",6,1,1,1,5000,1,2,1,0,0,0,1,1,6,37.5,0,
1,subliminal-directions-social-return-on-investment-report,Reports Database:Subliminal Directions Social Return on Investment Report,https://socialvalueuk.org/reports/subliminal-directions-social-return-on-investment-report/,employment,UK,2007,Unknown,social_enterprise,0,8.27,investment of £8.27,6,1,1,1,5000,2,2,1,2,1,1,1,0,10,62.5,0,
53,craft-cafe-sroi-evaluation,Reports Database:Craft Cafe SROI Evaluation,https://socialvalueuk.org/reports/craft-cafe-sroi-evaluation/,arts_culture,UK,2011,Unknown,social_enterprise,0,8.27,Investment of £8.27,3,1,1,1,5000,2,2,1,1,0,2,2,1,11,68.8,0,
112,integrating-adaptation-into-redd-potential-impacts-and-social-return-on-investment-in-setulang-malinau-district-indonesia,Reports Database:Integrating Adaptation into REDD+ : Potential impacts and social return on investme,https://socialvalueuk.org/reports/integrating-adaptation-into-redd-potential-impacts-and-social-return-on-investment-in-setulang-malinau-district-indonesia/,environment,USA,2013,Unknown,unknown,0,8.1,"investment 

8.1",9,1,1,1,5000,1,2,0,0,0,1,1,0,5,31.2,0,
11,food-connect-sydney-forecast-sroi-report,Reports Database:Food Connect Sydney Forecast SROI Report,https://socialvalueuk.org/reports/food-connect-sydney-forecast-sroi-report/,agriculture_food,Australia,2010,Forecast,government,0,7.96,"Total Investment 

$185,000",13,1,1,1,5000,1,1,1,0,0,0,1,0,4,25.0,0,
372,the-social-value-of-carmichael-centre-2,Reports Database:The Social Value of Carmichael Centre,https://socialvalueuk.org/reports/the-social-value-of-carmichael-centre-2/,health,Ireland,2011,Unknown,charity,1,7.1,"Inputs 
4.2",6,1,1,1,5000,2,2,1,1,2,2,2,2,14,87.5,0,2023
58,sunderland-xl-youth-villages-sroi-evaluation,Reports Database:Sunderland XL Youth Villages SROI Evaluation,https://socialvalueuk.org/reports/sunderland-xl-youth-villages-sroi-evaluation/,housing,Unknown,2010,Unknown,government,1,6.83,,12,1,1,1,3108,2,2,1,2,1,2,2,2,14,87.5,0,
75,cufa-sroi-report,Reports Database:CUFA SROI Report,https://socialvalueuk.org/reports/cufa-sroi-report/,education,Cambodia,2011,Unknown,unknown,0,6.81,,14,1,1,1,5000,1,1,2,1,0,2,0,2,9,56.2,0,
374,community-first-moray-sroi-analysis,Reports Database:Community First (Moray) SROI Analysis,https://socialvalueuk.org/reports/community-first-moray-sroi-analysis/,disability,UK,2007,Unknown,government,0,6.45,"investment of £44,133,",33,1,1,1,5000,1,2,1,1,2,1,2,0,10,62.5,0,2023
142,a-balanced-family,Reports Database:The social return on investment of a coaching course for (ex) convict mums,https://socialvalueuk.org/reports/a-balanced-family/,health,Unknown,2014,Unknown,government,1,6.2,"investment 

6.1",10,1,1,1,5000,2,2,0,1,0,2,2,2,11,68.8,0,2023
32,measuring-the-sroi-of-stage-3-adaptations-and-very-sheltered-housing,Reports Database:Measuring the SROI of Stage 3 Adaptations and Very Sheltered Housing,https://socialvalueuk.org/reports/measuring-the-sroi-of-stage-3-adaptations-and-very-sheltered-housing/,housing,UK,,Unknown,government,0,6.0,"cost of £2,800",2,1,1,1,5000,1,1,1,0,0,1,0,2,6,37.5,0,
103,traveller-womens-community-development-programme-a-social-return-on-investment-sroi-evaluation,Reports Database:Traveller Women’s Community Development Programme: A Social Return on Investment (S,https://socialvalueuk.org/reports/traveller-womens-community-development-programme-a-social-return-on-investment-sroi-evaluation/,education,Ireland,2009,Forecast,government,0,5.6,investment of £1,4,1,1,1,5000,2,1,2,0,0,1,1,0,7,43.8,0,
119,choices-plus-an-sroi-study,Reports Database:Choices Plus: An SROI Study,https://socialvalueuk.org/reports/choices-plus-an-sroi-study/,employment,UK,2007,Unknown,unknown,0,5.5,"Inputs 

4.4",9,1,1,1,5000,2,2,1,2,0,1,2,2,12,75.0,0,
94,ashram-employment-and-skills-service,Reports Database:Ashram Employment and Skills Service,https://socialvalueuk.org/reports/ashram-employment-and-skills-service/,employment,UK,2012,Unknown,unknown,1,5.19,Investment of £5.19,11,1,1,1,5000,2,2,2,0,0,2,2,2,12,75.0,0,
366,cambridgeshires-funded-two-year-old-childcare-social-return-on-investment-report,Reports Database:Cambridgeshire’s Funded Two-year-old Childcare Social Return on Investment Report,https://socialvalueuk.org/reports/cambridgeshires-funded-two-year-old-childcare-social-return-on-investment-report/,education,Unknown,2013,Forecast,government,1,5.1,,15,1,1,1,5000,2,1,1,1,2,2,2,2,13,81.2,0,2023
84,the-social-return-on-investment-of-drug-and-alcohol-family-support-services,Reports Database:The Social Return on Investment of Drug and Alcohol Family Support Services,https://socialvalueuk.org/reports/the-social-return-on-investment-of-drug-and-alcohol-family-support-services/,health,UK,2005,Unknown,charity,0,4.7,,8,1,1,1,5000,1,1,1,1,0,2,0,0,6,37.5,0,
7,the-wise-group-cadder-environmental-improvement-project-social-return-on-investment-report,Reports Database:The Wise Group Cadder Environmental Improvement Project Social Return on Investment,https://socialvalueuk.org/reports/the-wise-group-cadder-environmental-improvement-project-social-return-on-investment-report/,employment,UK,2007,Unknown,government,0,4.65,investment of £4.65,6,1,1,1,5000,2,2,1,0,0,0,1,2,8,50.0,0,
107,an-evaluation-of-social-added-value-for-horizon-care-and-repair-west-lothian,Reports Database:An evaluation of social added value for Horizon Care and Repair West Lothian,https://socialvalueuk.org/reports/an-evaluation-of-social-added-value-for-horizon-care-and-repair-west-lothian/,disability,UK,2013,Unknown,government,1,4.53,"total investment of £489,463",10,1,1,1,5000,2,2,1,1,0,2,1,2,11,68.8,0,
108,care-repair-west-lothian-sroi-analysis-summary,Reports Database:Care & Repair West Lothian SROI Analysis (Summary),https://socialvalueuk.org/reports/care-repair-west-lothian-sroi-analysis-summary/,disability,UK,2001,Unknown,government,0,4.53,"total 
investment  of  £489,463",7,1,1,1,5000,2,2,1,1,0,1,1,1,9,56.2,0,
2,perth-ymca-get-ready-for-work-programme-social-retun-on-investment-report,Reports Database:Perth YMCA Get Ready for Work Programme Social Retun on Investment Report,https://socialvalueuk.org/reports/perth-ymca-get-ready-for-work-programme-social-retun-on-investment-report/,youth,UK,2008,Unknown,government,0,4.35,investment of £4.35,7,1,1,1,5000,1,2,1,0,0,1,1,2,8,50.0,0,
358,sroi-evaluation-analysis-conversations-project,Reports Database:SROI Evaluation Analysis “Conversations” Project,https://socialvalueuk.org/reports/sroi-evaluation-analysis-conversations-project/,education,Unknown,2012,Unknown,government,0,4.15,,8,1,1,1,5000,2,1,1,1,0,1,2,2,10,62.5,0,2023
100,national-specialist-family-service-phoenix-futures-sroi-forecast,Reports Database:National Specialist Family Service (Phoenix Futures) SROI Forecast,https://socialvalueuk.org/reports/national-specialist-family-service-phoenix-futures-sroi-forecast/,health,UK,,Forecast,government,0,3.95,,10,1,1,1,5000,1,1,2,1,0,1,1,0,7,43.8,0,
296,social-return-on-investment-of-tasmanian-youth-justice-programs,Reports Database:Social Return on Investment of Tasmanian youth justice programs,https://socialvalueuk.org/reports/social-return-on-investment-of-tasmanian-youth-justice-programs/,youth,Australia,2015,Unknown,government,0,3.5,,23,1,1,1,5000,1,2,1,0,2,2,0,0,8,50.0,0,2023
89,an-sroi-analysis-of-anchor-house,Reports Database:An SROI analysis of Anchor House,https://socialvalueuk.org/reports/an-sroi-analysis-of-anchor-house/,housing,UK,2011,Unknown,unknown,0,3.38,,0,1,1,1,5000,0,1,1,2,2,0,0,0,6,37.5,0,
246,be-by-gentoo,Reports Database:‘Be’ by Gentoo,https://socialvalueuk.org/reports/be-by-gentoo/,education,Unknown,2013,Unknown,private,1,3.35,,9,1,1,1,5000,2,2,1,1,0,2,2,2,12,75.0,0,2023
10,rnib-and-action-for-blind-people-social-firms-a-social-impact-measurement,Reports Database:RNIB and Action for Blind People Social Firms: A Social Impact Measurement,https://socialvalueuk.org/reports/rnib-and-action-for-blind-people-social-firms-a-social-impact-measurement/,disability,UK,2011,Unknown,social_enterprise,0,3.29,,3,1,1,1,5000,1,2,1,0,0,2,2,1,9,56.2,0,
109,trident-reach-homeless-link-transition-fund-project,Reports Database:Trident Reach – Homeless Link Transition Fund Project,https://socialvalueuk.org/reports/trident-reach-homeless-link-transition-fund-project/,justice,UK,2013,Forecast,government,0,3.2,"cost 
of £61,559",19,1,1,1,5000,1,1,1,1,0,1,0,0,5,31.2,0,
168,an-evaluation-of-the-social-value-of-the-get-into-reading-initiative-in-wirral-merseyside,"Reports Database:An evaluation of the social value of the Get Into Reading initiative in Wirral, Mer",https://socialvalueuk.org/reports/an-evaluation-of-the-social-value-of-the-get-into-reading-initiative-in-wirral-merseyside/,health,Australia,2013,Scoping,charity,0,3.2,investment of £3.20,10,1,1,1,5000,2,1,1,0,0,1,0,1,6,37.5,0,2023
264,the-benefits-on-investing-in-early-child-development-an-sroi-analysis-of-the-responsive-parenting-program-childfund-internationa-ecuador,Reports Database:The benefits on investing in Early Child Development: An SROI analysis of the Respo,https://socialvalueuk.org/reports/the-benefits-on-investing-in-early-child-development-an-sroi-analysis-of-the-responsive-parenting-program-childfund-internationa-ecuador/,housing,UK,2014,Unknown,unknown,0,3.2,"Costs

6",12,1,1,1,5000,2,2,1,0,2,1,0,1,9,56.2,0,2023
145,a-social-return-on-investment-analysis-on-emfils-microfinance-operations-in-kerala,Reports Database:A Social Return on Investment analysis on EMFIL’s microfinance operations in Kerala,https://socialvalueuk.org/reports/a-social-return-on-investment-analysis-on-emfils-microfinance-operations-in-kerala/,social_inclusion,USA,1998,Forecast,charity,0,3.19,,13,1,1,1,5000,1,1,1,0,0,1,0,0,4,25.0,0,2023
381,victorian-womens-housing-association-research-report,Reports Database:Victorian Women’s Housing Association Research Report,https://socialvalueuk.org/reports/victorian-womens-housing-association-research-report/,housing,Australia,2010,Unknown,charity,0,3.14,investment of $7.45,8,1,1,1,5000,0,1,1,0,0,0,1,0,3,18.8,0,2023
20,octavia-view-sroi-forecast,Reports Database:Octavia View SROI Forecast,https://socialvalueuk.org/reports/octavia-view-sroi-forecast/,housing,UK,2009,Forecast,charity,1,3.13,,19,1,1,1,5000,2,2,1,2,0,1,2,2,12,75.0,0,
24,country-education-foundation-of-australia-sroi-forecast,Reports Database:Country Education Foundation of Australia SROI Forecast,https://socialvalueuk.org/reports/country-education-foundation-of-australia-sroi-forecast/,education,Australia,2011,Forecast,charity,1,3.1,"investment of $708,125",15,1,1,1,5000,2,1,1,0,0,1,1,0,6,37.5,0,
33,fair-gains-sroi-case-study,Reports Database:Fair Gains SROI Case Study,https://socialvalueuk.org/reports/fair-gains-sroi-case-study/,education,Unknown,1999,Unknown,charity,0,3.08,,0,1,1,1,5000,2,2,1,0,0,0,0,1,6,37.5,0,
28,future-jobs-fund-programme-sroi-evaluation,Reports Database:Future Jobs Fund Programme SROI Evaluation,https://socialvalueuk.org/reports/future-jobs-fund-programme-sroi-evaluation/,employment,UK,2009,Unknown,unknown,0,2.9,,3,1,1,1,5000,2,1,0,0,0,2,0,1,6,37.5,0,
166,secondbite-food-distribution-activities-social-return-on-investment-report,Reports Database:SecondBite Food Distribution Activities: Social Return on Investment Report,https://socialvalueuk.org/reports/secondbite-food-distribution-activities-social-return-on-investment-report/,employment,Australia,2013,Unknown,charity,0,2.75,investment of $3.7,25,1,1,1,5000,1,1,1,0,0,1,0,0,4,25.0,0,2023
172,furnish-sroi-report,Reports Database:Furnish SROI Report,https://socialvalueuk.org/reports/furnish-sroi-report/,social_inclusion,UK,2013,Unknown,charity,0,2.7,,12,1,1,1,5000,2,2,1,0,0,1,1,0,7,43.8,0,2023
99,social-impact-analysis-for-sewa-day-on-7-october-2012,Reports Database:Social Impact Analysis for Sewa Day on 7 October 2012,https://socialvalueuk.org/reports/social-impact-analysis-for-sewa-day-on-7-october-2012/,housing,UK,2012,Unknown,charity,1,2.6,,0,1,1,1,5000,1,1,1,1,0,1,0,0,5,31.2,0,
39,hidden-value-demonstrating-the-extraordinary-impact-of-womens-voluntary-and-community-organisations,Reports Database:Hidden Value: Demonstrating the extraordinary impact of women’s voluntary and commu,https://socialvalueuk.org/reports/hidden-value-demonstrating-the-extraordinary-impact-of-womens-voluntary-and-community-organisations/,employment,UK,2011,Unknown,charity,0,2.2,,5,1,1,1,5000,2,2,1,1,0,1,1,0,8,50.0,0,
165,befriending-at-the-quays-a-social-return-on-investment-analysis,Reports Database:Befriending at the Quays: A Social Return on Investment Analysis,https://socialvalueuk.org/reports/befriending-at-the-quays-a-social-return-on-investment-analysis/,health,UK,2013,Forecast,unknown,0,2.2,"Investment 

2",18,1,1,1,5000,2,2,2,0,0,1,0,2,9,56.2,0,2023
251,the-social-return-on-investment-for-cleanstart,Reports Database:The Social Return On Investment for Cleanstart,https://socialvalueuk.org/reports/the-social-return-on-investment-for-cleanstart/,housing,Unknown,2014,Unknown,government,1,2.02,"Cost 
£409,704",16,1,1,1,5000,2,1,1,2,0,1,2,1,10,62.5,0,2023
110,partnership-brokers-program-baseline-social-return-on-investment-analysis,Reports Database:Partnership Brokers Program – Baseline Social Return on Investment Analysis,https://socialvalueuk.org/reports/partnership-brokers-program-baseline-social-return-on-investment-analysis/,education,Australia,2013,Unknown,charity,0,2.0,"investment  
2010",23,1,1,1,5000,2,1,1,1,0,2,0,0,7,43.8,0,
169,striking-the-right-balance-a-social-return-on-investment-study-of-very-sheltered-housing,Reports Database:Striking the right balance: a social return on investment study of very sheltered h,https://socialvalueuk.org/reports/striking-the-right-balance-a-social-return-on-investment-study-of-very-sheltered-housing/,housing,UK,2000,Unknown,government,0,2.0,investment of £1.50,1,1,1,1,5000,1,1,1,0,0,1,0,2,6,37.5,0,2023
268,the-economic-and-social-impact-of-british-gas-energy-trust,Reports Database:The economic and social impact of British Gas Energy Trust,https://socialvalueuk.org/reports/the-economic-and-social-impact-of-british-gas-energy-trust/,housing,UK,2004,Unknown,unknown,0,1.9,,0,1,1,1,5000,1,2,1,0,2,2,0,0,8,50.0,0,2023
98,evaluation-of-sroi-created-through-gentoo-living-older-person-support-service,Reports Database:Evaluation of SROI created through Gentoo Living Older Person Support Service,https://socialvalueuk.org/reports/evaluation-of-sroi-created-through-gentoo-living-older-person-support-service/,other,UK,2011,Unknown,government,1,1.6,"Investment 
1.6",14,1,1,1,5000,2,2,1,1,2,2,2,2,14,87.5,0,
95,nottingham-city-homes-decent-homes-impact-study,Reports Database:Nottingham City Homes; Decent Homes Impact Study,https://socialvalueuk.org/reports/nottingham-city-homes-decent-homes-impact-study/,health,Unknown,2013,Unknown,unknown,1,1.58,,7,1,1,1,5000,2,2,0,1,0,2,2,0,9,56.2,0,
44,sroi-evaluation-of-supported-apprenticeship-programme,Reports Database:SROI Evaluation of Supported Apprenticeship Programme,https://socialvalueuk.org/reports/sroi-evaluation-of-supported-apprenticeship-programme/,employment,UK,2009,Unknown,unknown,1,1.5,"Investment  
1.5",10,1,1,1,5000,2,2,1,1,2,2,2,2,14,87.5,0,
67,auchinleck-community-development-initiative-sroi-forecast,Reports Database:Auchinleck Community Development Initiative SROI Forecast,https://socialvalueuk.org/reports/auchinleck-community-development-initiative-sroi-forecast/,community,UK,2011,Forecast,unknown,1,1.5,"Investment 
1.5",7,1,1,1,5000,2,2,1,2,1,2,2,2,14,87.5,0,
93,new-barracks-estate-retrofit-post-retrofit-evaluative-sroi,Reports Database:New Barracks Estate Retrofit – Post Retrofit Evaluative SROI,https://socialvalueuk.org/reports/new-barracks-estate-retrofit-post-retrofit-evaluative-sroi/,health,Unknown,2012,Unknown,unknown,0,1.5,"investment  

7.2",11,1,1,1,5000,1,1,2,1,2,2,2,0,11,68.8,0,
5,nef-investing-for-social-value,Reports Database:Investing for Social Value,https://socialvalueuk.org/reports/nef-investing-for-social-value/,health,UK,2000,Unknown,charity,0,1.3,,8,1,1,1,5000,2,1,1,0,0,0,1,2,7,43.8,0,2013
143,the-value-of-business-involvement-in-youth-development,Reports Database:The Value of Business Involvement in Youth Development,https://socialvalueuk.org/reports/the-value-of-business-involvement-in-youth-development/,education,Australia,2013,Unknown,social_enterprise,1,0.83,,10,1,1,1,5000,2,2,2,0,0,1,2,0,9,56.2,0,2023
3,lawnmowers-independent-theatre-company-sroi,Reports Database:Lawnmowers Independent Theatre Company SROI,https://socialvalueuk.org/reports/lawnmowers-independent-theatre-company-sroi/,disability,Unknown,2006,Unknown,private,0,,,3,1,1,1,5000,2,1,2,1,2,0,1,1,10,62.5,0,
6,dame-kelly-holmes-trust-impact-report-201314,Reports Database:Dame Kelly Holmes Trust Impact Report 2013/14,https://socialvalueuk.org/reports/dame-kelly-holmes-trust-impact-report-201314/,youth,UK,2013,Unknown,charity,0,,,2,1,1,1,5000,1,2,1,1,0,1,1,0,7,43.8,0,
13,institute-of-advanced-motorists-social-impact-evaluation-using-sroi,Reports Database:Institute of Advanced Motorists Social Impact Evaluation using SROI,https://socialvalueuk.org/reports/institute-of-advanced-motorists-social-impact-evaluation-using-sroi/,education,UK,2011,Unknown,charity,0,,,2,1,1,1,5000,1,1,1,1,0,1,1,0,6,37.5,0,
14,greenspace-scotland-sroi-of-the-greenlink,Reports Database:Greenspace Scotland – SROI of the Greenlink,https://socialvalueuk.org/reports/greenspace-scotland-sroi-of-the-greenlink/,environment,UK,2009,Unknown,charity,0,,investment of £1,15,1,1,1,5000,1,2,1,1,0,2,1,2,10,62.5,0,
15,berkshire-association-of-clubs-for-young-people-sroi-evaluation,Reports Database:Berkshire Association of Clubs for Young People SROI Evaluation,https://socialvalueuk.org/reports/berkshire-association-of-clubs-for-young-people-sroi-evaluation/,youth,Unknown,2010,Unknown,private,1,,,20,1,1,1,5000,2,2,1,2,2,2,1,2,14,87.5,0,
16,pachamama-coffee-co-op,Reports Database:Pachamama Coffee Co-op,https://socialvalueuk.org/reports/pachamama-coffee-co-op/,agriculture_food,USA,2001,Forecast,private,0,,,0,1,1,1,5000,0,1,1,0,0,0,1,0,3,18.8,0,
18,real-jobs-sroi-evaluation,Reports Database:Real Jobs SROI Evaluation,https://socialvalueuk.org/reports/real-jobs-sroi-evaluation/,housing,UK,2010,Forecast,government,1,,,17,1,1,1,5000,2,2,2,1,2,2,1,1,13,81.2,0,
19,catalysts-for-community-action-and-investment-sroi,Reports Database:Catalysts for Community Action and Investment SROI,https://socialvalueuk.org/reports/catalysts-for-community-action-and-investment-sroi/,community,UK,2011,Unknown,unknown,1,,investment of £1,10,1,1,1,5000,2,2,1,0,0,2,2,0,9,56.2,0,
21,the-cedar-foundation-community-inclusion-programmes-sroi,Reports Database:The Cedar Foundation Community Inclusion Programmes SROI,https://socialvalueuk.org/reports/the-cedar-foundation-community-inclusion-programmes-sroi/,disability,UK,2007,Forecast,charity,1,,"INVESTMENT 

9",20,1,1,1,5000,2,1,1,0,0,1,2,0,7,43.8,0,
22,gorgie-city-farm-community-gardening-project-sroi,Reports Database:Gorgie City Farm Community Gardening Project SROI,https://socialvalueuk.org/reports/gorgie-city-farm-community-gardening-project-sroi/,health,UK,2009,Unknown,government,1,,,16,1,1,1,5000,2,2,1,2,0,2,1,0,10,62.5,0,
23,the-value-of-hamelin-trusts-roots-and-shoots-sroi,Reports Database:The value of Hamelin Trust’s Roots and Shoots SROI,https://socialvalueuk.org/reports/the-value-of-hamelin-trusts-roots-and-shoots-sroi/,disability,Unknown,2011,Unknown,unknown,0,,,3,1,1,1,5000,1,2,1,2,2,1,0,0,9,56.2,0,
25,the-breadmaker-sroi,Reports Database:The Breadmaker SROI,https://socialvalueuk.org/reports/the-breadmaker-sroi/,disability,UK,2011,Unknown,government,1,,,13,1,1,1,5000,2,2,2,1,0,1,2,1,11,68.8,0,2009
26,kesho-organisation-secondary-school-programme-sroi,Reports Database:Kesho Organisation Secondary School Programme SROI,https://socialvalueuk.org/reports/kesho-organisation-secondary-school-programme-sroi/,education,Kenya,2010,Forecast,unknown,1,,,21,1,1,1,5000,2,2,2,2,2,2,2,2,16,100.0,0,
27,fifteen-sroi,Reports Database:Fifteen SROI,https://socialvalueuk.org/reports/fifteen-sroi/,health,UK,2009,Unknown,charity,0,,"costs of £540,000,",2,1,1,1,5000,1,2,1,0,1,1,0,2,8,50.0,0,
29,families-and-schools-together-sroi-case-study,Reports Database:Families and Schools Together SROI Case Study,https://socialvalueuk.org/reports/families-and-schools-together-sroi-case-study/,education,Unknown,2007,Unknown,unknown,0,,,0,1,1,1,5000,2,2,1,0,0,0,0,0,5,31.2,0,
30,beltline-youth-centre-sroi-case-study,Reports Database:Beltline Youth Centre SROI Case Study,https://socialvalueuk.org/reports/beltline-youth-centre-sroi-case-study/,social_inclusion,UK,2004,Unknown,unknown,0,,"investment

$216,539",0,1,1,1,5000,1,2,1,0,0,1,0,0,5,31.2,0,
